"","Time","TimeMDT","TemperatureF","Dew_PointF","Humidity","Sea_Level_PressureIn","VisibilityMPH","Wind_Direction","Wind_SpeedMPH","Gust_SpeedMPH","PrecipitationIn","Events","Conditions","WindDirDegrees","DateUTC","TimeMST"
"1190",2012-11-10 08:53:00,NA,1.9,-2,"83",30.1,2.5,"SE","3.5","-","0.00","Snow","Light Snow",140,"2012-11-10 15:53:00","8:53 AM"
"1191",2012-11-10 09:04:00,NA,1.4,-2.2,"85",29.82,1.5,"SSE","3.5","-","0.00","Snow","Light Snow",150,"2012-11-10 16:04:00","9:04 AM"
"1192",2012-11-10 09:22:00,NA,3.2,-0.4,"85",29.82,2.5,"Calm","Calm","-","0.00","Snow","Light Snow",0,"2012-11-10 16:22:00","9:22 AM"
"1193",2012-11-10 09:33:00,NA,3.2,-0.4,"85",29.82,3,"Calm","Calm","-","0.00","","Overcast",0,"2012-11-10 16:33:00","9:33 AM"
"1194",2012-11-10 09:53:00,NA,6.1,0,"76",30.09,4,"Calm","Calm","-","0.00","","Haze",0,"2012-11-10 16:53:00","9:53 AM"
"1195",2012-11-10 10:53:00,NA,6.1,0,"76",30.11,9,"WNW","3.5","-","N/A","","Clear",300,"2012-11-10 17:53:00","10:53 AM"
"1196",2012-11-10 11:53:00,NA,6.1,0,"76",30.11,10,"Calm","Calm","-","N/A","","Overcast",0,"2012-11-10 18:53:00","11:53 AM"
"1197",2012-11-10 12:53:00,NA,8.1,0,"70",30.09,10,"Variable","3.5","-","N/A","","Scattered Clouds",0,"2012-11-10 19:53:00","12:53 PM"
"1198",2012-11-10 13:53:00,NA,8.1,0,"70",30.1,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2012-11-10 20:53:00","1:53 PM"
"1199",2012-11-10 14:53:00,NA,10,0,"64",30.1,10,"Calm","Calm","-","N/A","","Overcast",0,"2012-11-10 21:53:00","2:53 PM"
"1200",2012-11-10 15:53:00,NA,7,1,"77",30.14,10,"Calm","Calm","-","N/A","","Scattered Clouds",0,"2012-11-10 22:53:00","3:53 PM"
"1201",2012-11-10 16:53:00,NA,6.1,0,"76",30.16,10,"NW","3.5","-","N/A","","Mostly Cloudy",310,"2012-11-10 23:53:00","4:53 PM"
"1202",2012-11-10 17:53:00,NA,1.9,-2,"83",30.19,5,"Calm","Calm","-","N/A","","Clear",0,"2012-11-11 00:53:00","5:53 PM"
"1203",2012-11-10 18:53:00,NA,-5.1,-7.1,"91",30.25,10,"Calm","Calm","-","N/A","","Clear",0,"2012-11-11 01:53:00","6:53 PM"
"1204",2012-11-10 19:53:00,NA,-9.9,-13,"86",30.28,10,"SE","4.6","-","N/A","","Clear",130,"2012-11-11 02:53:00","7:53 PM"
"1205",2012-11-10 20:53:00,NA,-5.8,-9.4,"84",29.91,9,"SSE","5.8","-","N/A","","Overcast",160,"2012-11-11 03:53:00","8:53 PM"
"1206",2012-11-10 21:53:00,NA,-5.8,-9.4,"84",29.92,10,"SE","4.6","-","N/A","","Mostly Cloudy",140,"2012-11-11 04:53:00","9:53 PM"
"1207",2012-11-10 22:53:00,NA,-2,-6,"83",30.23,10,"East","3.5","-","N/A","","Overcast",100,"2012-11-11 05:53:00","10:53 PM"
"1208",2012-11-10 23:53:00,NA,-0.9,-6,"79",30.24,3,"South","4.6","-","0.00","Snow","Light Snow",180,"2012-11-11 06:53:00","11:53 PM"
"1209",2012-11-11 00:00:00,NA,-0.4,-5.8,"78",29.93,2.5,"South","3.5","-","0.00","Snow","Light Snow",170,"2012-11-11 07:00:00","12:00 AM"
"1210",2012-11-11 00:09:00,NA,-0.4,-5.8,"78",29.93,4,"SSE","4.6","-","0.00","Snow","Light Snow",150,"2012-11-11 07:09:00","12:09 AM"
"1211",2012-11-11 00:24:00,NA,-0.4,-4,"85",29.93,2.5,"ESE","4.6","-","0.00","Snow","Light Snow",120,"2012-11-11 07:24:00","12:24 AM"
"1212",2012-11-11 00:53:00,NA,1.9,-2,"83",30.23,2.5,"South","4.6","-","0.00","Snow","Light Snow",180,"2012-11-11 07:53:00","12:53 AM"
"1213",2012-11-11 01:13:00,NA,1.4,-2.2,"85",29.93,3,"South","3.5","-","0.00","Snow","Light Snow",170,"2012-11-11 08:13:00","1:13 AM"
"1214",2012-11-11 01:30:00,NA,-0.4,-4,"85",29.93,2.5,"Calm","Calm","-","0.00","Snow","Light Snow",0,"2012-11-11 08:30:00","1:30 AM"
"1215",2012-11-11 01:40:00,NA,1.4,-2.2,"85",29.94,5,"Calm","Calm","-","0.00","","Overcast",0,"2012-11-11 08:40:00","1:40 AM"
"1216",2012-11-11 01:53:00,NA,1.9,-2.9,"80",30.23,10,"Calm","Calm","-","0.00","","Overcast",0,"2012-11-11 08:53:00","1:53 AM"
"1217",2012-11-11 02:53:00,NA,0,-4,"83",30.25,10,"SSE","3.5","-","N/A","","Overcast",160,"2012-11-11 09:53:00","2:53 AM"
"1218",2012-11-11 03:53:00,NA,-0.9,-5.1,"83",30.27,10,"SSE","3.5","-","N/A","","Overcast",150,"2012-11-11 10:53:00","3:53 AM"
"1219",2012-11-11 04:53:00,NA,-0.9,-5.1,"83",30.29,10,"Calm","Calm","-","N/A","","Overcast",0,"2012-11-11 11:53:00","4:53 AM"
"1220",2012-11-11 05:53:00,NA,-2.9,-8,"79",30.34,10,"Calm","Calm","-","N/A","","Scattered Clouds",0,"2012-11-11 12:53:00","5:53 AM"
"1221",2012-11-11 07:53:00,NA,-6,-9,"87",30.43,9,"Calm","Calm","-","N/A","","Overcast",0,"2012-11-11 14:53:00","7:53 AM"
"1222",2012-11-11 08:53:00,NA,-2,-6,"83",30.41,9,"Calm","Calm","-","N/A","","Overcast",0,"2012-11-11 15:53:00","8:53 AM"
"1223",2012-11-11 09:53:00,NA,3.9,-0.9,"80",30.4,8,"Calm","Calm","-","N/A","","Overcast",0,"2012-11-11 16:53:00","9:53 AM"
"1224",2012-11-11 10:53:00,NA,12.2,6.8,"79",30.07,5,"NNW","4.6","-","N/A","","Haze",340,"2012-11-11 17:53:00","10:53 AM"
"1225",2012-11-11 11:53:00,NA,19,7,"59",30.34,10,"NW","10.4","-","N/A","","Mostly Cloudy",320,"2012-11-11 18:53:00","11:53 AM"
"1226",2012-11-11 12:53:00,NA,19.9,7,"57",30.32,10,"NW","8.1","-","N/A","","Partly Cloudy",320,"2012-11-11 19:53:00","12:53 PM"
"1227",2012-11-11 13:53:00,NA,19.9,7,"57",30.33,10,"WNW","3.5","-","N/A","","Mostly Cloudy",300,"2012-11-11 20:53:00","1:53 PM"
"1228",2012-11-11 14:53:00,NA,19.9,8.1,"60",30.36,10,"West","3.5","-","N/A","","Partly Cloudy",270,"2012-11-11 21:53:00","2:53 PM"
"1229",2012-11-11 15:53:00,NA,19,9,"65",30.39,10,"West","3.5","-","N/A","","Scattered Clouds",280,"2012-11-11 22:53:00","3:53 PM"
"1230",2012-11-11 16:53:00,NA,16,8.1,"71",30.41,10,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2012-11-11 23:53:00","4:53 PM"
"1231",2012-11-11 17:53:00,NA,12.9,6.1,"74",30.47,10,"West","4.6","-","N/A","","Clear",260,"2012-11-12 00:53:00","5:53 PM"
"1232",2012-11-11 18:53:00,NA,7,3,"84",30.51,10,"Calm","Calm","-","N/A","","Clear",0,"2012-11-12 01:53:00","6:53 PM"
"1233",2012-11-11 19:53:00,NA,3,-0.9,"84",30.57,10,"SE","6.9","-","N/A","","Mostly Cloudy",130,"2012-11-12 02:53:00","7:53 PM"
"1234",2012-11-11 20:53:00,NA,5,1.9,"87",30.54,10,"South","3.5","-","N/A","","Mostly Cloudy",190,"2012-11-12 03:53:00","8:53 PM"
"1235",2012-11-11 21:53:00,NA,6.1,1.9,"83",30.53,7,"SSE","3.5","-","N/A","","Mostly Cloudy",150,"2012-11-12 04:53:00","9:53 PM"
"1236",2012-11-11 22:53:00,NA,3,-0.9,"84",30.5,9,"SSE","3.5","-","N/A","","Partly Cloudy",150,"2012-11-12 05:53:00","10:53 PM"
"1237",2012-11-11 23:53:00,NA,-0.9,-5.1,"83",30.5,9,"ESE","4.6","-","N/A","","Unknown",110,"2012-11-12 06:53:00","11:53 PM"
"1238",2012-11-12 00:53:00,NA,-2,-6,"83",30.5,9,"Calm","Calm","-","N/A",NA,"Clear",0,"2012-11-12 07:53:00","12:53 AM"
"1239",2012-11-12 01:53:00,NA,-2.9,-6,"87",30.51,9,"Variable","3.5","-","N/A",NA,"Mostly Cloudy",0,"2012-11-12 08:53:00","1:53 AM"
"1240",2012-11-12 02:53:00,NA,-0.9,-4,"87",30.49,10,"Calm","Calm","-","N/A",NA,"Clear",0,"2012-11-12 09:53:00","2:53 AM"
"1241",2012-11-12 03:53:00,NA,-0.9,-5.1,"83",30.49,10,"Calm","Calm","-","N/A",NA,"Clear",0,"2012-11-12 10:53:00","3:53 AM"
"1242",2012-11-12 04:53:00,NA,1,-2.9,"83",30.5,10,"Calm","Calm","-","N/A",NA,"Clear",0,"2012-11-12 11:53:00","4:53 AM"
"1243",2012-11-12 05:53:00,NA,-2,-6,"83",30.53,10,"SE","4.6","-","N/A",NA,"Clear",130,"2012-11-12 12:53:00","5:53 AM"
"1244",2012-11-12 06:53:00,NA,1.9,-2,"83",30.53,10,"ESE","4.6","-","N/A",NA,"Partly Cloudy",110,"2012-11-12 13:53:00","6:53 AM"
"1245",2012-11-12 07:53:00,NA,3.9,1,"88",30.55,9,"SE","3.5","-","N/A",NA,"Mostly Cloudy",130,"2012-11-12 14:53:00","7:53 AM"
"1246",2012-11-12 08:53:00,NA,8.1,3.9,"83",30.52,10,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-12 15:53:00","8:53 AM"
"1247",2012-11-12 09:53:00,NA,12.9,7,"77",30.49,10,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-12 16:53:00","9:53 AM"
"1248",2012-11-12 10:53:00,NA,15.1,9,"77",30.48,10,"Calm","Calm","-","N/A",NA,"Mostly Cloudy",0,"2012-11-12 17:53:00","10:53 AM"
"1249",2012-11-12 11:53:00,NA,21,12,"68",30.46,8,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-12 18:53:00","11:53 AM"
"1250",2012-11-12 12:53:00,NA,23,15.1,"72",30.43,10,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-12 19:53:00","12:53 PM"
"1251",2012-11-12 13:53:00,NA,28.9,18,"64",30.39,7,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-12 20:53:00","1:53 PM"
"1252",2012-11-12 14:53:00,NA,27,19,"72",30.39,10,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-12 21:53:00","2:53 PM"
"1253",2012-11-12 15:53:00,NA,27,21,"78",30.4,10,"SE","4.6","-","N/A",NA,"Overcast",140,"2012-11-12 22:53:00","3:53 PM"
"1254",2012-11-12 16:53:00,NA,28.9,21,"72",30.38,8,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-12 23:53:00","4:53 PM"
"1255",2012-11-12 17:53:00,NA,30.9,21,"67",30.37,10,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-13 00:53:00","5:53 PM"
"1256",2012-11-12 18:53:00,NA,30,23,"75",30.38,7,"North","3.5","-","N/A",NA,"Overcast",360,"2012-11-13 01:53:00","6:53 PM"
"1257",2012-11-12 19:53:00,NA,30,21.9,"72",30.38,10,"North","5.8","-","N/A",NA,"Overcast",10,"2012-11-13 02:53:00","7:53 PM"
"1258",2012-11-12 20:53:00,NA,27,21.9,"81",30.38,10,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-13 03:53:00","8:53 PM"
"1259",2012-11-12 21:53:00,NA,28.9,21.9,"75",30.35,10,"NNE","5.8","-","N/A",NA,"Overcast",30,"2012-11-13 04:53:00","9:53 PM"
"1260",2012-11-12 22:53:00,NA,30,21.9,"72",30.34,10,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-13 05:53:00","10:53 PM"
"1261",2012-11-12 23:53:00,NA,30,23,"75",30.32,10,"North","5.8","-","N/A",NA,"Overcast",10,"2012-11-13 06:53:00","11:53 PM"
"1262",2012-11-13 00:53:00,NA,30,23,"75",30.32,10,"North","5.8","-","N/A",NA,"Overcast",10,"2012-11-13 07:53:00","12:53 AM"
"1263",2012-11-13 01:53:00,NA,30,23,"75",30.28,10,"NNE","5.8","-","N/A",NA,"Overcast",30,"2012-11-13 08:53:00","1:53 AM"
"1264",2012-11-13 02:53:00,NA,30,21.9,"72",30.3,10,"NW","4.6","-","N/A",NA,"Overcast",320,"2012-11-13 09:53:00","2:53 AM"
"1265",2012-11-13 03:53:00,NA,33.1,21.9,"64",30.29,10,"Calm","Calm","-","0.00",NA,"Overcast",0,"2012-11-13 10:53:00","3:53 AM"
"1266",2012-11-13 04:53:00,NA,30.9,23,"72",30.31,10,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-13 11:53:00","4:53 AM"
"1267",2012-11-13 05:53:00,NA,28.9,23,"78",30.32,10,"North","3.5","-","N/A",NA,"Overcast",350,"2012-11-13 12:53:00","5:53 AM"
"1268",2012-11-13 06:53:00,NA,28,21.9,"78",30.33,10,"WNW","4.6","-","N/A",NA,"Overcast",290,"2012-11-13 13:53:00","6:53 AM"
"1269",2012-11-13 07:53:00,NA,27,21.9,"81",30.33,10,"NNW","5.8","-","N/A",NA,"Overcast",330,"2012-11-13 14:53:00","7:53 AM"
"1270",2012-11-13 08:53:00,NA,28,21.9,"78",30.35,10,"NNW","4.6","-","N/A",NA,"Overcast",340,"2012-11-13 15:53:00","8:53 AM"
"1271",2012-11-13 09:53:00,NA,28.9,21.9,"75",30.34,10,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-13 16:53:00","9:53 AM"
"1272",2012-11-13 10:02:00,NA,28.4,21.2,"74",30.24,2.5,"Calm","Calm","-","N/A",NA,"Haze",0,"2012-11-13 17:02:00","10:02 AM"
"1273",2012-11-13 10:10:00,NA,28.4,23,"80",30.24,10,"NNE","3.5","-","N/A",NA,"Overcast",20,"2012-11-13 17:10:00","10:10 AM"
"1274",2012-11-13 10:53:00,NA,28.9,21.9,"75",30.34,10,"West","4.6","-","N/A",NA,"Mostly Cloudy",280,"2012-11-13 17:53:00","10:53 AM"
"1275",2012-11-13 12:53:00,NA,34,25,"70",30.28,10,"NW","3.5","-","N/A",NA,"Mostly Cloudy",320,"2012-11-13 19:53:00","12:53 PM"
"1276",2012-11-13 13:53:00,NA,34,24.1,"67",30.27,10,"Calm","Calm","-","N/A",NA,"Unknown",0,"2012-11-13 20:53:00","1:53 PM"
"1277",2012-11-13 14:53:00,NA,36,21.9,"57",30.24,10,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-13 21:53:00","2:53 PM"
"1278",2012-11-13 15:53:00,NA,37,21.9,"54",30.23,10,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-13 22:53:00","3:53 PM"
"1279",2012-11-13 16:53:00,NA,34,23,"64",30.23,10,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-13 23:53:00","4:53 PM"
"1280",2012-11-13 17:53:00,NA,30,24.1,"79",30.24,10,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-14 00:53:00","5:53 PM"
"1281",2012-11-13 18:53:00,NA,30.9,24.1,"76",30.25,10,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-14 01:53:00","6:53 PM"
"1282",2012-11-13 19:53:00,NA,28.9,24.1,"82",30.26,8,"South","4.6","-","N/A",NA,"Overcast",180,"2012-11-14 02:53:00","7:53 PM"
"1283",2012-11-13 20:53:00,NA,25,19.9,"81",30.27,10,"Calm","Calm","-","N/A",NA,"Mostly Cloudy",0,"2012-11-14 03:53:00","8:53 PM"
"1284",2012-11-13 21:53:00,NA,23,19.9,"88",30.27,10,"Calm","Calm","-","N/A",NA,"Clear",0,"2012-11-14 04:53:00","9:53 PM"
"1285",2012-11-13 22:53:00,NA,21,18,"88",30.27,8,"Calm","Calm","-","N/A",NA,"Clear",0,"2012-11-14 05:53:00","10:53 PM"
"1286",2012-11-13 23:53:00,NA,24.1,19.9,"84",30.25,10,"NW","6.9","-","N/A",NA,"Partly Cloudy",310,"2012-11-14 06:53:00","11:53 PM"
"1287",2012-11-14 00:53:00,NA,23,19,"85",30.24,7,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-14 07:53:00","12:53 AM"
"1288",2012-11-14 01:53:00,NA,26.1,21.9,"84",30.23,10,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-14 08:53:00","1:53 AM"
"1289",2012-11-14 02:53:00,NA,26.1,21.9,"84",30.22,9,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-14 09:53:00","2:53 AM"
"1290",2012-11-14 03:53:00,NA,26.1,23,"88",30.18,10,"South","3.5","-","N/A",NA,"Overcast",170,"2012-11-14 10:53:00","3:53 AM"
"1291",2012-11-14 04:53:00,NA,26.1,23,"88",30.19,10,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-14 11:53:00","4:53 AM"
"1292",2012-11-14 05:53:00,NA,25,21,"85",30.21,10,"Calm","Calm","-","N/A",NA,"Mostly Cloudy",0,"2012-11-14 12:53:00","5:53 AM"
"1293",2012-11-14 06:53:00,NA,19,17.1,"92",30.24,9,"SSE","3.5","-","N/A",NA,"Scattered Clouds",150,"2012-11-14 13:53:00","6:53 AM"
"1294",2012-11-14 07:53:00,NA,19.9,18,"92",30.25,10,"SSE","4.6","-","N/A",NA,"Mostly Cloudy",150,"2012-11-14 14:53:00","7:53 AM"
"1295",2012-11-14 08:53:00,NA,19.9,18,"92",30.27,10,"Calm","Calm","-","N/A",NA,"Mostly Cloudy",0,"2012-11-14 15:53:00","8:53 AM"
"1296",2012-11-14 09:53:00,NA,25,21,"85",30.27,9,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-14 16:53:00","9:53 AM"
"1297",2012-11-14 10:53:00,NA,28,23,"81",30.27,10,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-14 17:53:00","10:53 AM"
"1298",2012-11-14 11:53:00,NA,34,26.1,"73",30.23,7,"Calm","Calm","-","N/A",NA,"Overcast",0,"2012-11-14 18:53:00","11:53 AM"
"1299",2012-11-14 12:53:00,NA,33.1,26.1,"75",30.24,10,"SE","3.5","-","N/A",NA,"Overcast",140,"2012-11-14 19:53:00","12:53 PM"
"1300",2012-11-14 13:53:00,NA,37,26.1,"65",30.21,10,"NNW","6.9","-","N/A",NA,"Overcast",340,"2012-11-14 20:53:00","1:53 PM"
"1301",2012-11-14 14:53:00,NA,37.9,28,"68",30.22,10,"NW","4.6","-","N/A",NA,"Overcast",320,"2012-11-14 21:53:00","2:53 PM"
"1302",2012-11-14 15:53:00,NA,37,27,"67",30.23,10,"NW","3.5","-","N/A",NA,"Overcast",320,"2012-11-14 22:53:00","3:53 PM"
"1303",2012-11-14 16:53:00,NA,34,26.1,"73",30.27,10,"WNW","8.1","-","N/A",NA,"Overcast",300,"2012-11-14 23:53:00","4:53 PM"
"1304",2012-11-14 17:53:00,NA,32,26.1,"79",30.3,10,"WNW","4.6","-","N/A",NA,"Overcast",300,"2012-11-15 00:53:00","5:53 PM"
"1305",2012-11-14 18:53:00,NA,28,24.1,"85",30.36,10,"South","3.5","-","N/A",NA,"Mostly Cloudy",180,"2012-11-15 01:53:00","6:53 PM"
"1306",2012-11-14 19:53:00,NA,21.9,19,"89",30.4,10,"SSE","4.6","-","N/A",NA,"Partly Cloudy",160,"2012-11-15 02:53:00","7:53 PM"
"1307",2012-11-14 20:53:00,NA,17.1,14,"88",30.43,10,"SSW","3.5","-","N/A",NA,"Clear",200,"2012-11-15 03:53:00","8:53 PM"
"1308",2012-11-14 21:53:00,NA,16,12.9,"88",30.43,10,"SE","3.5","-","N/A",NA,"Partly Cloudy",130,"2012-11-15 04:53:00","9:53 PM"
"1309",2012-11-14 22:53:00,NA,15.1,14,"95",30.42,10,"SSE","3.5","-","N/A",NA,"Overcast",160,"2012-11-15 05:53:00","10:53 PM"
"1310",2012-11-14 23:53:00,NA,17.1,14,"88",30.4,10,"SSE","5.8","-","N/A",NA,"Overcast",160,"2012-11-15 06:53:00","11:53 PM"
"1311",2012-11-15 00:53:00,NA,17.1,14,"88",30.41,10,"Calm","Calm","-","N/A","","Overcast",0,"2012-11-15 07:53:00","12:53 AM"
"1312",2012-11-15 01:53:00,NA,14,12,"92",30.39,10,"SE","4.6","-","N/A","","Mostly Cloudy",140,"2012-11-15 08:53:00","1:53 AM"
"1313",2012-11-15 02:53:00,NA,10.9,8.1,"88",30.41,10,"SE","5.8","-","N/A","","Clear",130,"2012-11-15 09:53:00","2:53 AM"
"1314",2012-11-15 03:53:00,NA,9,6.1,"88",30.43,10,"East","3.5","-","N/A","","Clear",90,"2012-11-15 10:53:00","3:53 AM"
"1315",2012-11-15 04:53:00,NA,9,6.1,"88",30.44,10,"SE","3.5","-","N/A","","Clear",130,"2012-11-15 11:53:00","4:53 AM"
"1316",2012-11-15 05:53:00,NA,8.1,3.9,"83",30.46,10,"ESE","3.5","-","N/A","","Clear",110,"2012-11-15 12:53:00","5:53 AM"
"1317",2012-11-15 06:53:00,NA,7,5,"92",30.47,10,"South","3.5","-","N/A","","Clear",170,"2012-11-15 13:53:00","6:53 AM"
"1318",2012-11-15 07:43:00,NA,6.8,3.2,"85",30.27,1.8,"Calm","Calm","-","N/A","","Clear",0,"2012-11-15 14:43:00","7:43 AM"
"1319",2012-11-15 07:51:00,NA,6.8,3.2,"85",30.28,3,"Calm","Calm","-","N/A","","Clear",0,"2012-11-15 14:51:00","7:51 AM"
"1320",2012-11-15 07:53:00,NA,6.1,1.9,"83",30.51,5,"Calm","Calm","-","N/A","","Clear",0,"2012-11-15 14:53:00","7:53 AM"
"1321",2012-11-15 07:58:00,NA,6.8,3.2,"85",30.27,1,"Calm","Calm","-","N/A","","Mist",0,"2012-11-15 14:58:00","7:58 AM"
"1322",2012-11-15 08:06:00,NA,6.8,3.2,"85",30.27,0.5,"Calm","Calm","-","N/A","Fog","Light Freezing Fog",0,"2012-11-15 15:06:00","8:06 AM"
"1323",2012-11-15 08:22:00,NA,5,1.4,"85",30.28,3,"East","4.6","-","N/A","","Partly Cloudy",100,"2012-11-15 15:22:00","8:22 AM"
"1324",2012-11-15 08:53:00,NA,9,7,"92",30.52,10,"Calm","Calm","-","N/A","","Clear",0,"2012-11-15 15:53:00","8:53 AM"
"1325",2012-11-15 09:53:00,NA,12,10,"92",30.51,10,"Calm","Calm","-","N/A","","Clear",0,"2012-11-15 16:53:00","9:53 AM"
"1326",2012-11-15 10:53:00,NA,19.9,16,"85",30.46,9,"Calm","Calm","-","N/A","","Clear",0,"2012-11-15 17:53:00","10:53 AM"
"1327",2012-11-15 11:53:00,NA,27,19,"72",30.4,10,"Calm","Calm","-","N/A","","Clear",0,"2012-11-15 18:53:00","11:53 AM"
"1328",2012-11-15 12:53:00,NA,28.9,19,"67",30.35,10,"NNW","3.5","-","N/A","","Clear",340,"2012-11-15 19:53:00","12:53 PM"
"1329",2012-11-15 13:53:00,NA,34,21,"59",30.31,9,"North","3.5","-","N/A","","Clear",10,"2012-11-15 20:53:00","1:53 PM"
"1330",2012-11-15 14:53:00,NA,34,21,"59",30.31,10,"Calm","Calm","-","N/A","","Clear",0,"2012-11-15 21:53:00","2:53 PM"
"1331",2012-11-15 15:53:00,NA,34,19.9,"56",30.31,10,"Calm","Calm","-","N/A","","Clear",0,"2012-11-15 22:53:00","3:53 PM"
"1332",2012-11-15 16:53:00,NA,32,19,"59",30.31,10,"Calm","Calm","-","N/A","","Clear",0,"2012-11-15 23:53:00","4:53 PM"
"1333",2012-11-15 17:53:00,NA,28,19,"69",30.33,10,"Calm","Calm","-","N/A","","Clear",0,"2012-11-16 00:53:00","5:53 PM"
"1334",2012-11-15 18:53:00,NA,18,14,"84",30.36,10,"SE","4.6","-","N/A","","Clear",140,"2012-11-16 01:53:00","6:53 PM"
"1335",2012-11-15 19:53:00,NA,16,12.9,"88",30.36,10,"SE","4.6","-","N/A","","Clear",130,"2012-11-16 02:53:00","7:53 PM"
"1336",2012-11-15 20:53:00,NA,10.9,7,"84",30.35,10,"Calm","Calm","-","N/A","","Clear",0,"2012-11-16 03:53:00","8:53 PM"
"1337",2012-11-15 21:53:00,NA,10.9,8.1,"88",30.32,10,"Calm","Calm","-","N/A","","Clear",0,"2012-11-16 04:53:00","9:53 PM"
"1338",2012-11-15 22:53:00,NA,12,7,"80",30.28,10,"Calm","Calm","-","N/A","","Clear",0,"2012-11-16 05:53:00","10:53 PM"
"1339",2012-11-15 23:53:00,NA,10,6.1,"84",30.25,10,"SSE","4.6","-","N/A","","Clear",150,"2012-11-16 06:53:00","11:53 PM"
"1340",2012-11-16 00:53:00,NA,12,8.1,"84",30.22,10,"Calm","Calm","-","N/A","","Clear",0,"2012-11-16 07:53:00","12:53 AM"
"1341",2012-11-16 01:53:00,NA,12.9,10,"88",30.18,10,"Calm","Calm","-","N/A","","Clear",0,"2012-11-16 08:53:00","1:53 AM"
"1342",2012-11-16 02:53:00,NA,16,12.9,"88",30.17,10,"Calm","Calm","-","N/A","","Clear",0,"2012-11-16 09:53:00","2:53 AM"
"1343",2012-11-16 03:53:00,NA,17.1,12.9,"84",30.15,10,"Calm","Calm","-","N/A","","Clear",0,"2012-11-16 10:53:00","3:53 AM"
"1344",2012-11-16 04:53:00,NA,15.1,12,"88",30.16,9,"South","3.5","-","N/A","","Partly Cloudy",190,"2012-11-16 11:53:00","4:53 AM"
"1345",2012-11-16 05:53:00,NA,16,12,"84",30.17,10,"Calm","Calm","-","N/A","","Clear",0,"2012-11-16 12:53:00","5:53 AM"
"1346",2012-11-16 06:53:00,NA,14,10.9,"88",30.22,10,"WSW","4.6","-","N/A","","Partly Cloudy",240,"2012-11-16 13:53:00","6:53 AM"
"1347",2012-11-16 07:51:00,NA,15.8,12.2,"86",30.01,1.2,"Variable","3.5","-","N/A","","Mostly Cloudy",0,"2012-11-16 14:51:00","7:51 AM"
"1348",2012-11-16 07:53:00,NA,15.1,12,"88",30.22,2,"Calm","Calm","-","N/A","","Mostly Cloudy",0,"2012-11-16 14:53:00","7:53 AM"
"1349",2012-11-16 08:00:00,NA,15.8,12.2,"86",30.02,10,"NNE","3.5","-","N/A","","Overcast",20,"2012-11-16 15:00:00","8:00 AM"
"1350",2012-11-16 10:53:00,NA,26.1,21,"81",30.19,10,"Calm","Calm","-","N/A","","Overcast",0,"2012-11-16 17:53:00","10:53 AM"
"1351",2012-11-16 11:53:00,NA,28.9,21.9,"75",30.17,10,"Calm","Calm","-","N/A","","Overcast",0,"2012-11-16 18:53:00","11:53 AM"
"1352",2012-11-16 12:53:00,NA,33.1,24.1,"70",30.13,9,"Calm","Calm","-","N/A","","Overcast",0,"2012-11-16 19:53:00","12:53 PM"
"1353",2012-11-16 13:53:00,NA,32,25,"75",30.13,10,"South","3.5","-","0.00","","Overcast",170,"2012-11-16 20:53:00","1:53 PM"
"1354",2012-11-16 14:53:00,NA,34,27,"75",30.1,9,"Variable","3.5","-","0.00","Rain","Light Rain",0,"2012-11-16 21:53:00","2:53 PM"
"1355",2012-11-16 15:35:00,NA,33.8,28.4,"81",29.98,5,"Calm","Calm","-","0.01","Rain","Light Rain",0,"2012-11-16 22:35:00","3:35 PM"
"1356",2012-11-16 15:53:00,NA,34,28.9,"82",30.11,7,"Calm","Calm","-","0.01","Rain","Light Rain",0,"2012-11-16 22:53:00","3:53 PM"
"1357",2012-11-16 16:25:00,NA,33.8,30.2,"87",29.98,4,"Calm","Calm","-","N/A","","Overcast",0,"2012-11-16 23:25:00","4:25 PM"
